datetime,subtraction,additive_terms,actual_value
2019-07-25 23:00:00,13.415725453236071,16.58427454676393,30.0
2019-07-26 00:00:00,13.984220251996401,16.0157797480036,30.0
2019-07-26 01:00:00,13.597674910233621,14.402325089766379,28.0
2019-07-26 02:00:00,14.195571510174092,13.804428489825908,28.0
2019-07-26 03:00:00,12.403160431483233,14.596839568516767,27.0
2019-07-26 04:00:00,15.541239470667229,15.458760529332771,31.0
2019-07-26 05:00:00,15.34927120422564,14.65072879577436,30.0
2019-07-26 06:00:00,18.631507676874104,11.368492323125896,30.0
2019-07-26 07:00:00,17.858477286814693,6.141522713185307,24.0
2019-07-26 08:00:00,16.752815935656308,0.24718406434369142,17.0
2019-07-26 09:00:00,8.094640301125036,-5.094640301125036,3.0
2019-07-26 10:00:00,12.078752138060517,-9.078752138060517,3.0
2019-07-26 11:00:00,14.256015944946425,-11.256015944946425,3.0
2019-07-26 12:00:00,15.538512905792775,-11.538512905792775,4.0
2019-07-26 13:00:00,13.468224702086948,-10.468224702086948,3.0
2019-07-26 14:00:00,12.341670159602657,-9.341670159602657,3.0
2019-07-26 15:00:00,12.653622262592402,-9.653622262592402,3.0
2019-07-26 16:00:00,14.96223760626472,-11.96223760626472,3.0
2019-07-26 17:00:00,18.075612048565162,-15.07561204856516,3.0
2019-07-26 18:00:00,19.496730777608345,-16.496730777608345,3.0
2019-07-26 19:00:00,17.099786510930173,-14.099786510930171,3.0
2019-07-26 20:00:00,10.841743780628239,-7.8417437806282395,3.0
2019-07-26 21:00:00,3.0718311604200097,-0.07183116042000974,3.0
2019-07-26 22:00:00,-2.9538346558418134,5.953834655841813,3.0
2019-07-26 23:00:00,-4.257784418965983,8.257784418965983,4.0
2019-07-27 00:00:00,-4.318631991877537,7.318631991877537,3.0
2019-07-27 01:00:00,-2.364262704197861,5.364262704197861,3.0
2019-07-27 02:00:00,-0.4593275724826196,4.45932757248262,4.0
2019-07-27 03:00:00,-0.9825506265909345,4.9825506265909345,4.0
2019-07-27 04:00:00,-2.6169042548398744,5.616904254839874,3.0
2019-07-27 05:00:00,-0.6264475957158426,4.626447595715843,4.0
2019-07-27 06:00:00,1.7898405723119015,1.2101594276880985,3.0
2019-07-27 07:00:00,7.099588800153658,-4.099588800153658,3.0
2019-07-27 08:00:00,14.022901370473928,-10.022901370473928,4.0
2019-07-27 09:00:00,18.337765529039544,-15.337765529039542,3.0
2019-07-27 10:00:00,21.23728601636045,-19.23728601636045,2.0
2019-07-27 11:00:00,25.271088851518194,-21.271088851518194,4.0
2019-07-27 12:00:00,24.350496927426605,-21.350496927426605,3.0
2019-07-27 13:00:00,24.01723071747177,-20.01723071747177,4.0
2019-07-27 14:00:00,21.56805681499565,-18.56805681499565,3.0
2019-07-27 15:00:00,22.498511650243376,-18.498511650243376,4.0
2019-07-27 16:00:00,23.368032324137783,-20.368032324137783,3.0
2019-07-27 17:00:00,26.98650825574011,-22.98650825574011,4.0
2019-07-27 18:00:00,27.859221850549112,-23.859221850549112,4.0
2019-07-27 19:00:00,24.863151959519797,-20.863151959519797,4.0
2019-07-27 20:00:00,16.95851820409092,-13.958518204090923,3.0
2019-07-27 21:00:00,8.498248199902578,-5.498248199902578,3.0
2019-07-27 22:00:00,2.7425718205797187,1.257428179420281,4.0
2019-07-27 23:00:00,-1.326548694318702,4.326548694318702,3.0
2019-07-28 00:00:00,-0.18289290147316795,4.182892901473168,4.0
2019-07-28 01:00:00,-0.04921277992479922,3.049212779924799,3.0
2019-07-28 02:00:00,1.0152274426269363,2.9847725573730637,4.0
2019-07-28 03:00:00,-0.3627044962847066,4.362704496284707,4.0
2019-07-28 04:00:00,-2.8602350421586804,5.86023504215868,3.0
2019-07-28 05:00:00,-1.7355758193083206,5.735575819308321,4.0
2019-07-28 06:00:00,-0.18181036261101013,3.18181036261101,3.0
2019-07-28 07:00:00,5.2745783515698,-1.2745783515697997,4.0
2019-07-28 08:00:00,9.35952173534589,-6.35952173534589,3.0
2019-07-28 09:00:00,13.856718764445011,-10.856718764445011,3.0
2019-07-28 10:00:00,17.964817555249788,-13.964817555249786,4.0
2019-07-28 11:00:00,19.23876786586903,-15.238767865869029,4.0
2019-07-28 12:00:00,17.594947634717833,-14.594947634717833,3.0
2019-07-28 13:00:00,16.57981738422156,-12.57981738422156,4.0
2019-07-28 14:00:00,13.494525707225463,-10.494525707225463,3.0
2019-07-28 15:00:00,12.838593640898226,-9.838593640898226,3.0
2019-07-28 16:00:00,15.175010286710133,-11.175010286710133,4.0
2019-07-28 17:00:00,16.31675373971031,-13.316753739710311,3.0
2019-07-28 18:00:00,16.771705854741153,-13.771705854741153,3.0
2019-07-28 19:00:00,14.41893488634121,-10.41893488634121,4.0
2019-07-28 20:00:00,6.220224276800145,-3.2202242768001446,3.0
2019-07-28 21:00:00,11.529529772343054,5.4704702276569455,17.0
2019-07-28 22:00:00,19.60756909742853,12.39243090257147,32.0
2019-07-28 23:00:00,18.436253003710988,15.56374699628901,34.0
2019-07-29 00:00:00,13.54121753856474,15.45878246143526,29.0
2019-07-29 01:00:00,17.698605239939035,14.301394760060967,32.0
2019-07-29 02:00:00,17.847542351406325,14.152457648593677,32.0
2019-07-29 03:00:00,15.612805073620608,15.387194926379392,31.0
2019-07-29 04:00:00,13.314620173423272,16.685379826576728,30.0
2019-07-29 05:00:00,14.691805130884383,16.308194869115617,31.0
2019-07-29 06:00:00,19.547916557846193,13.452083442153805,33.0
2019-07-29 07:00:00,22.3527614029717,8.6472385970283,31.0
2019-07-29 08:00:00,13.82825263646918,3.1717473635308187,17.0
2019-07-29 09:00:00,4.753806912999354,-1.7538069129993543,3.0
2019-07-29 10:00:00,8.323572745087205,-5.323572745087205,3.0
2019-07-29 11:00:00,11.087831169379537,-7.0878311693795375,4.0
2019-07-29 12:00:00,9.958171464749284,-6.958171464749284,3.0
2019-07-29 13:00:00,8.476195192394208,-5.476195192394209,3.0
2019-07-29 14:00:00,7.938171210943509,-3.9381712109435094,4.0
2019-07-29 15:00:00,6.838768919175719,-3.838768919175718,3.0
2019-07-29 16:00:00,9.736201540828862,-5.736201540828861,4.0
2019-07-29 17:00:00,11.438792996413614,-8.438792996413614,3.0
2019-07-29 18:00:00,12.44993639152886,-9.44993639152886,3.0
2019-07-29 19:00:00,9.644417690202369,-6.644417690202369,3.0
2019-07-29 20:00:00,3.9799824252677163,0.020017574732283733,4.0
2019-07-29 21:00:00,11.80682723593322,8.19317276406678,20.0
2019-07-29 22:00:00,10.382220119301131,14.617779880698869,25.0
2019-07-29 23:00:00,13.684957926584165,17.315042073415835,31.0
2019-07-30 00:00:00,14.237920707489941,16.76207929251006,31.0
2019-07-30 01:00:00,15.814870426865829,15.185129573134171,31.0
2019-07-30 02:00:00,16.352941024317253,14.647058975682745,31.0
2019-07-30 03:00:00,16.47531276062132,15.52468723937868,32.0
2019-07-30 04:00:00,15.501016169498527,16.498983830501473,32.0
2019-07-30 05:00:00,15.168070839721477,15.831929160278523,31.0
2019-07-30 06:00:00,19.279627868805107,12.720372131194894,32.0
2019-07-30 07:00:00,17.30547066215505,7.694529337844952,25.0
2019-07-30 08:00:00,13.967855990651586,2.0321440093484138,16.0
2019-07-30 09:00:00,6.046893063114651,-3.046893063114651,3.0
2019-07-30 10:00:00,9.737749454290583,-6.737749454290584,3.0
2019-07-30 11:00:00,11.592026226503645,-8.592026226503645,3.0
2019-07-30 12:00:00,12.522905188645868,-8.522905188645868,4.0
2019-07-30 13:00:00,11.073821978127668,-7.073821978127669,4.0
2019-07-30 14:00:00,8.543088068091684,-5.543088068091685,3.0
2019-07-30 15:00:00,9.427589413755777,-5.427589413755777,4.0
2019-07-30 16:00:00,11.287894032489223,-7.2878940324892225,4.0
2019-07-30 17:00:00,12.934782545993917,-9.934782545993917,3.0
2019-07-30 18:00:00,13.874170201751832,-10.874170201751832,3.0
2019-07-30 19:00:00,10.983394427428157,-7.983394427428157,3.0
2019-07-30 20:00:00,5.2227462346754505,-1.2227462346754503,4.0
2019-07-30 21:00:00,7.944927723581325,7.055072276418675,15.0
2019-07-30 22:00:00,17.409639996577614,13.590360003422386,31.0
2019-07-30 23:00:00,14.598010424724496,16.401989575275504,31.0
2019-07-31 00:00:00,10.035119229774875,15.964880770225125,26.0
2019-07-31 01:00:00,17.496773242619774,14.503226757380228,32.0
2019-07-31 02:00:00,18.92197409457541,14.078025905424589,33.0
2019-07-31 03:00:00,11.935574032838861,15.064425967161139,27.0
2019-07-31 04:00:00,13.858064868678383,16.141935131321617,30.0
2019-07-31 05:00:00,16.428705431911546,15.571294568088454,32.0
2019-07-31 06:00:00,19.451656462618377,12.548343537381623,32.0
2019-07-31 07:00:00,24.39747765743649,7.60252234256351,32.0
2019-07-31 08:00:00,13.988968764466243,2.0110312355337574,16.0
2019-07-31 09:00:00,6.006552419485542,-3.006552419485543,3.0
2019-07-31 10:00:00,9.645487448578436,-6.645487448578436,3.0
2019-07-31 11:00:00,12.457254803656326,-8.457254803656326,4.0
