datetime,subtraction,additive_terms,actual_value
2019-06-05 14:00:00,0.9798809109300415,-0.9798809109300415,0.0
2019-06-05 15:00:00,0.9755851155953544,-0.9755851155953544,0.0
2019-06-05 16:00:00,0.9282805517948968,-0.9282805517948968,0.0
2019-06-05 17:00:00,0.9022734028349911,-0.9022734028349911,0.0
2019-06-05 18:00:00,0.9351201529923863,-0.9351201529923863,0.0
2019-06-05 19:00:00,0.9641284904965464,-0.9641284904965464,0.0
2019-06-05 20:00:00,0.8459772323702931,-0.8459772323702931,0.0
2019-06-05 21:00:00,0.4622133894551823,-0.4622133894551823,0.0
2019-06-05 22:00:00,-0.1794573036479674,0.1794573036479674,0.0
2019-06-05 23:00:00,-0.9357800494576373,0.9357800494576373,0.0
2019-06-06 00:00:00,-1.614384705987942,1.614384705987942,0.0
2019-06-06 01:00:00,-1.1769705103904542,2.076970510390454,0.9
2019-06-06 02:00:00,-2.2763533983711954,2.2763533983711954,0.0
2019-06-06 03:00:00,-2.218004838919789,2.218004838919789,0.0
2019-06-06 04:00:00,-1.9100885376489714,1.9100885376489714,0.0
2019-06-06 05:00:00,-1.3658028228373074,1.3658028228373074,0.0
2019-06-06 06:00:00,-0.6524441283928412,0.6524441283928412,0.0
2019-06-06 07:00:00,0.08094074282955042,-0.08094074282955042,0.0
2019-06-06 08:00:00,0.6525317186856107,-0.6525317186856107,0.0
2019-06-06 09:00:00,0.9503492740353897,-0.9503492740353897,0.0
2019-06-06 10:00:00,1.0018431562289747,-1.0018431562289747,0.0
2019-06-06 11:00:00,0.943234293599863,-0.943234293599863,0.0
2019-06-06 12:00:00,0.9100862554336995,-0.9100862554336995,0.0
2019-06-06 13:00:00,0.9434965162435065,-0.9434965162435065,0.0
2019-06-06 14:00:00,0.9909316212745968,-0.9909316212745968,0.0
2019-06-06 15:00:00,0.9901842282378757,-0.9901842282378757,0.0
2019-06-06 16:00:00,0.9466742314281514,-0.9466742314281514,0.0
2019-06-06 17:00:00,0.9246730163573046,-0.9246730163573046,0.0
2019-06-06 18:00:00,0.9616992422229507,-0.9616992422229507,0.0
2019-06-06 19:00:00,0.9950201713113823,-0.9950201713113823,0.0
2019-06-06 20:00:00,0.8812720521949556,-0.8812720521949556,0.0
2019-06-06 21:00:00,0.5019576698036136,-0.5019576698036136,0.0
2019-06-06 22:00:00,-0.13526261890123722,0.13526261890123722,0.0
2019-06-06 23:00:00,-0.8871800256630661,0.8871800256630661,0.0
2019-06-07 00:00:00,-1.561470520188012,1.561470520188012,0.0
2019-06-07 01:00:00,-2.0198790235435173,2.0198790235435173,0.0
2019-06-07 02:00:00,-2.215266201086019,2.215266201086019,0.0
2019-06-07 03:00:00,-2.153146781762736,2.153146781762736,0.0
2019-06-07 04:00:00,-1.8417257629539556,1.8417257629539556,0.0
2019-06-07 05:00:00,-1.294240321035614,1.294240321035614,0.0
2019-06-07 06:00:00,-0.5780228475289991,0.5780228475289991,0.0
2019-06-07 07:00:00,0.15784720027144775,-0.15784720027144775,0.0
2019-06-07 08:00:00,0.7315207726406163,-0.7315207726406163,0.0
2019-06-07 09:00:00,1.0309933738763697,-1.0309933738763697,0.0
2019-06-07 10:00:00,1.0836940705636102,-1.0836940705636102,0.0
2019-06-07 11:00:00,1.0258276320349196,-1.0258276320349196,0.0
2019-06-07 12:00:00,0.9929461688175618,-0.9929461688175618,0.0
2019-06-07 13:00:00,1.026140519839306,-1.026140519839306,0.0
2019-06-07 14:00:00,1.0728754839210104,-1.0728754839210104,0.0
2019-06-07 15:00:00,1.070946869883861,-1.070946869883861,0.0
2019-06-07 16:00:00,1.0257825714053201,-1.0257825714053201,0.0
2019-06-07 17:00:00,1.0016667155651842,-1.0016667155651842,0.0
2019-06-07 18:00:00,1.0361352838012157,-1.0361352838012157,0.0
2019-06-07 19:00:00,1.066477226365512,-1.066477226365512,0.0
2019-06-07 20:00:00,0.9493545801355596,-0.9493545801355596,0.0
2019-06-07 21:00:00,0.5662997059313585,-0.5662997059313585,0.0
2019-06-07 22:00:00,-0.07499403172762151,0.07499403172762151,0.0
2019-06-07 23:00:00,-0.8312817999529608,0.8312817999529608,0.0
2019-06-08 00:00:00,-1.5102009157664056,1.5102009157664056,0.0
2019-06-08 01:00:00,-1.9734554962352135,1.9734554962352135,0.0
2019-06-08 02:00:00,-2.1738637316700036,2.1738637316700036,0.0
2019-06-08 03:00:00,-2.1168967018121294,2.1168967018121294,0.0
2019-06-08 04:00:00,-1.8107150884411698,1.8107150884411698,0.0
2019-06-08 05:00:00,-1.2685115981555974,1.2685115981555974,0.0
2019-06-08 06:00:00,-0.5575745091687453,0.5575745091687453,0.0
2019-06-08 07:00:00,0.1730599756249697,-0.1730599756249697,0.0
2019-06-08 08:00:00,0.741584713707233,-0.741584713707233,0.0
2019-06-08 09:00:00,1.0360353006821605,-1.0360353006821605,0.0
2019-06-08 10:00:00,1.0838786362922328,-1.0838786362922328,0.0
2019-06-08 11:00:00,1.021354653125699,-1.021354653125699,0.0
2019-06-08 12:00:00,0.9840475795240367,-0.9840475795240367,0.0
2019-06-08 13:00:00,1.0130769916451976,-1.0130769916451976,0.0
2019-06-08 14:00:00,1.055932754195021,-1.055932754195021,0.0
2019-06-08 15:00:00,1.0504318275218498,-1.0504318275218498,0.0
2019-06-08 16:00:00,1.0020191500092421,-1.0020191500092421,0.0
2019-06-08 17:00:00,0.9749916467594751,-0.9749916467594751,0.0
2019-06-08 18:00:00,1.0068937648079956,-1.0068937648079956,0.0
2019-06-08 19:00:00,1.035018556700106,-1.035018556700106,0.0
2019-06-08 20:00:00,0.9160278223985013,-0.9160278223985013,0.0
2019-06-08 21:00:00,0.5314494250022948,-0.5314494250022948,0.0
2019-06-08 22:00:00,-0.11103189805151341,0.11103189805151341,0.0
2019-06-08 23:00:00,-0.8681838877402297,0.8681838877402297,0.0
2019-06-09 00:00:00,-1.5476601507182546,1.5476601507182546,0.0
2019-06-09 01:00:00,-2.011184533112115,2.011184533112115,0.0
2019-06-09 02:00:00,-2.211598075874922,2.211598075874922,0.0
2019-06-09 03:00:00,-2.154397475841457,2.154397475841457,0.0
2019-06-09 04:00:00,-1.8477714106969036,1.8477714106969036,0.0
2019-06-09 05:00:00,-1.3049425467930502,1.3049425467930502,0.0
2019-06-09 06:00:00,-0.5932306488838601,0.5932306488838601,0.0
2019-06-09 07:00:00,0.13829551985981176,-0.13829551985981176,0.0
2019-06-09 08:00:00,0.7077956462110123,-0.7077956462110123,0.0
2019-06-09 09:00:00,1.0032720126809431,-1.0032720126809431,0.0
2019-06-09 10:00:00,1.0521585290513131,-1.0521585290513131,0.0
2019-06-09 11:00:00,0.9906629193256042,-0.9906629193256042,0.0
2019-06-09 12:00:00,0.954338428947497,-0.954338428947497,0.0
2019-06-09 13:00:00,0.9842753016918462,-0.9842753016918462,0.0
2019-06-09 14:00:00,1.0279361204393507,-1.0279361204393507,0.0
2019-06-09 15:00:00,1.023112984227439,-1.023112984227439,0.0
2019-06-09 16:00:00,0.9752287258907071,-0.9752287258907071,0.0
2019-06-09 17:00:00,0.948561217036736,-0.948561217036736,0.0
2019-06-09 18:00:00,0.9806391567894676,-0.9806391567894676,0.0
2019-06-09 19:00:00,1.0087433630095721,-1.0087433630095721,0.0
2019-06-09 20:00:00,0.8895270732780953,-0.8895270732780953,0.0
2019-06-09 21:00:00,0.5045133693081707,-0.5045133693081707,0.0
2019-06-09 22:00:00,-0.13861395501741128,0.13861395501741128,0.0
2019-06-09 23:00:00,-0.8966197419107312,0.8966197419107312,0.0
2019-06-10 00:00:00,-1.5771509048605479,1.5771509048605479,0.0
2019-06-10 01:00:00,-2.041920901943601,2.041920901943601,0.0
2019-06-10 02:00:00,-2.2437568409396222,2.2437568409396222,0.0
2019-06-10 03:00:00,-2.1881381384023273,2.1881381384023273,0.0
2019-06-10 04:00:00,-1.883233088135075,1.883233088135075,0.0
2019-06-10 05:00:00,-1.3422411548374045,1.3422411548374045,0.0
2019-06-10 06:00:00,-0.6324564081392611,0.6324564081392611,0.0
2019-06-10 07:00:00,0.09708021883190959,-0.09708021883190959,0.0
2019-06-10 08:00:00,0.6645579898422687,-0.6645579898422687,0.0
2019-06-10 09:00:00,0.9580100990223667,-0.9580100990223667,0.0
2019-06-10 10:00:00,1.0049022711163123,-1.0049022711163123,0.0
2019-06-10 11:00:00,0.941474503949916,-0.941474503949916,0.0
2019-06-10 12:00:00,0.9033123237374616,-0.9033123237374616,0.0
2019-06-10 13:00:00,0.9315378086977854,-0.9315378086977854,0.0
