,series_value,datetime,Year,Month,Day_of_Month,Hour,minutes,series_name
0,30.0,2019-07-25 23:00:00,2019,7,25,23,0,Building5
4,30.0,2019-07-26 00:00:00,2019,7,26,0,0,Building5
8,28.0,2019-07-26 01:00:00,2019,7,26,1,0,Building5
12,28.0,2019-07-26 02:00:00,2019,7,26,2,0,Building5
16,27.0,2019-07-26 03:00:00,2019,7,26,3,0,Building5
20,31.0,2019-07-26 04:00:00,2019,7,26,4,0,Building5
24,30.0,2019-07-26 05:00:00,2019,7,26,5,0,Building5
28,30.0,2019-07-26 06:00:00,2019,7,26,6,0,Building5
32,24.0,2019-07-26 07:00:00,2019,7,26,7,0,Building5
36,17.0,2019-07-26 08:00:00,2019,7,26,8,0,Building5
40,3.0,2019-07-26 09:00:00,2019,7,26,9,0,Building5
44,3.0,2019-07-26 10:00:00,2019,7,26,10,0,Building5
48,3.0,2019-07-26 11:00:00,2019,7,26,11,0,Building5
52,4.0,2019-07-26 12:00:00,2019,7,26,12,0,Building5
56,3.0,2019-07-26 13:00:00,2019,7,26,13,0,Building5
60,3.0,2019-07-26 14:00:00,2019,7,26,14,0,Building5
64,3.0,2019-07-26 15:00:00,2019,7,26,15,0,Building5
68,3.0,2019-07-26 16:00:00,2019,7,26,16,0,Building5
72,3.0,2019-07-26 17:00:00,2019,7,26,17,0,Building5
76,3.0,2019-07-26 18:00:00,2019,7,26,18,0,Building5
80,3.0,2019-07-26 19:00:00,2019,7,26,19,0,Building5
84,3.0,2019-07-26 20:00:00,2019,7,26,20,0,Building5
88,3.0,2019-07-26 21:00:00,2019,7,26,21,0,Building5
92,3.0,2019-07-26 22:00:00,2019,7,26,22,0,Building5
96,4.0,2019-07-26 23:00:00,2019,7,26,23,0,Building5
100,3.0,2019-07-27 00:00:00,2019,7,27,0,0,Building5
104,3.0,2019-07-27 01:00:00,2019,7,27,1,0,Building5
108,4.0,2019-07-27 02:00:00,2019,7,27,2,0,Building5
112,4.0,2019-07-27 03:00:00,2019,7,27,3,0,Building5
116,3.0,2019-07-27 04:00:00,2019,7,27,4,0,Building5
120,4.0,2019-07-27 05:00:00,2019,7,27,5,0,Building5
124,3.0,2019-07-27 06:00:00,2019,7,27,6,0,Building5
128,3.0,2019-07-27 07:00:00,2019,7,27,7,0,Building5
132,4.0,2019-07-27 08:00:00,2019,7,27,8,0,Building5
136,3.0,2019-07-27 09:00:00,2019,7,27,9,0,Building5
140,2.0,2019-07-27 10:00:00,2019,7,27,10,0,Building5
144,4.0,2019-07-27 11:00:00,2019,7,27,11,0,Building5
148,3.0,2019-07-27 12:00:00,2019,7,27,12,0,Building5
152,4.0,2019-07-27 13:00:00,2019,7,27,13,0,Building5
156,3.0,2019-07-27 14:00:00,2019,7,27,14,0,Building5
160,4.0,2019-07-27 15:00:00,2019,7,27,15,0,Building5
164,3.0,2019-07-27 16:00:00,2019,7,27,16,0,Building5
168,4.0,2019-07-27 17:00:00,2019,7,27,17,0,Building5
172,4.0,2019-07-27 18:00:00,2019,7,27,18,0,Building5
176,4.0,2019-07-27 19:00:00,2019,7,27,19,0,Building5
180,3.0,2019-07-27 20:00:00,2019,7,27,20,0,Building5
184,3.0,2019-07-27 21:00:00,2019,7,27,21,0,Building5
188,4.0,2019-07-27 22:00:00,2019,7,27,22,0,Building5
192,3.0,2019-07-27 23:00:00,2019,7,27,23,0,Building5
196,4.0,2019-07-28 00:00:00,2019,7,28,0,0,Building5
200,3.0,2019-07-28 01:00:00,2019,7,28,1,0,Building5
204,4.0,2019-07-28 02:00:00,2019,7,28,2,0,Building5
208,4.0,2019-07-28 03:00:00,2019,7,28,3,0,Building5
212,3.0,2019-07-28 04:00:00,2019,7,28,4,0,Building5
216,4.0,2019-07-28 05:00:00,2019,7,28,5,0,Building5
220,3.0,2019-07-28 06:00:00,2019,7,28,6,0,Building5
224,4.0,2019-07-28 07:00:00,2019,7,28,7,0,Building5
228,3.0,2019-07-28 08:00:00,2019,7,28,8,0,Building5
232,3.0,2019-07-28 09:00:00,2019,7,28,9,0,Building5
236,4.0,2019-07-28 10:00:00,2019,7,28,10,0,Building5
240,4.0,2019-07-28 11:00:00,2019,7,28,11,0,Building5
244,3.0,2019-07-28 12:00:00,2019,7,28,12,0,Building5
248,4.0,2019-07-28 13:00:00,2019,7,28,13,0,Building5
252,3.0,2019-07-28 14:00:00,2019,7,28,14,0,Building5
256,3.0,2019-07-28 15:00:00,2019,7,28,15,0,Building5
260,4.0,2019-07-28 16:00:00,2019,7,28,16,0,Building5
264,3.0,2019-07-28 17:00:00,2019,7,28,17,0,Building5
268,3.0,2019-07-28 18:00:00,2019,7,28,18,0,Building5
272,4.0,2019-07-28 19:00:00,2019,7,28,19,0,Building5
276,3.0,2019-07-28 20:00:00,2019,7,28,20,0,Building5
280,17.0,2019-07-28 21:00:00,2019,7,28,21,0,Building5
284,32.0,2019-07-28 22:00:00,2019,7,28,22,0,Building5
288,34.0,2019-07-28 23:00:00,2019,7,28,23,0,Building5
292,29.0,2019-07-29 00:00:00,2019,7,29,0,0,Building5
296,32.0,2019-07-29 01:00:00,2019,7,29,1,0,Building5
300,32.0,2019-07-29 02:00:00,2019,7,29,2,0,Building5
304,31.0,2019-07-29 03:00:00,2019,7,29,3,0,Building5
308,30.0,2019-07-29 04:00:00,2019,7,29,4,0,Building5
312,31.0,2019-07-29 05:00:00,2019,7,29,5,0,Building5
316,33.0,2019-07-29 06:00:00,2019,7,29,6,0,Building5
320,31.0,2019-07-29 07:00:00,2019,7,29,7,0,Building5
324,17.0,2019-07-29 08:00:00,2019,7,29,8,0,Building5
328,3.0,2019-07-29 09:00:00,2019,7,29,9,0,Building5
332,3.0,2019-07-29 10:00:00,2019,7,29,10,0,Building5
336,4.0,2019-07-29 11:00:00,2019,7,29,11,0,Building5
340,3.0,2019-07-29 12:00:00,2019,7,29,12,0,Building5
344,3.0,2019-07-29 13:00:00,2019,7,29,13,0,Building5
348,4.0,2019-07-29 14:00:00,2019,7,29,14,0,Building5
352,3.0,2019-07-29 15:00:00,2019,7,29,15,0,Building5
356,4.0,2019-07-29 16:00:00,2019,7,29,16,0,Building5
360,3.0,2019-07-29 17:00:00,2019,7,29,17,0,Building5
364,3.0,2019-07-29 18:00:00,2019,7,29,18,0,Building5
368,3.0,2019-07-29 19:00:00,2019,7,29,19,0,Building5
372,4.0,2019-07-29 20:00:00,2019,7,29,20,0,Building5
376,20.0,2019-07-29 21:00:00,2019,7,29,21,0,Building5
380,25.0,2019-07-29 22:00:00,2019,7,29,22,0,Building5
384,31.0,2019-07-29 23:00:00,2019,7,29,23,0,Building5
388,31.0,2019-07-30 00:00:00,2019,7,30,0,0,Building5
392,31.0,2019-07-30 01:00:00,2019,7,30,1,0,Building5
396,31.0,2019-07-30 02:00:00,2019,7,30,2,0,Building5
400,32.0,2019-07-30 03:00:00,2019,7,30,3,0,Building5
404,32.0,2019-07-30 04:00:00,2019,7,30,4,0,Building5
408,31.0,2019-07-30 05:00:00,2019,7,30,5,0,Building5
412,32.0,2019-07-30 06:00:00,2019,7,30,6,0,Building5
416,25.0,2019-07-30 07:00:00,2019,7,30,7,0,Building5
420,16.0,2019-07-30 08:00:00,2019,7,30,8,0,Building5
424,3.0,2019-07-30 09:00:00,2019,7,30,9,0,Building5
428,3.0,2019-07-30 10:00:00,2019,7,30,10,0,Building5
432,3.0,2019-07-30 11:00:00,2019,7,30,11,0,Building5
436,4.0,2019-07-30 12:00:00,2019,7,30,12,0,Building5
440,4.0,2019-07-30 13:00:00,2019,7,30,13,0,Building5
444,3.0,2019-07-30 14:00:00,2019,7,30,14,0,Building5
448,4.0,2019-07-30 15:00:00,2019,7,30,15,0,Building5
452,4.0,2019-07-30 16:00:00,2019,7,30,16,0,Building5
456,3.0,2019-07-30 17:00:00,2019,7,30,17,0,Building5
460,3.0,2019-07-30 18:00:00,2019,7,30,18,0,Building5
464,3.0,2019-07-30 19:00:00,2019,7,30,19,0,Building5
468,4.0,2019-07-30 20:00:00,2019,7,30,20,0,Building5
472,15.0,2019-07-30 21:00:00,2019,7,30,21,0,Building5
476,31.0,2019-07-30 22:00:00,2019,7,30,22,0,Building5
480,31.0,2019-07-30 23:00:00,2019,7,30,23,0,Building5
484,26.0,2019-07-31 00:00:00,2019,7,31,0,0,Building5
488,32.0,2019-07-31 01:00:00,2019,7,31,1,0,Building5
492,33.0,2019-07-31 02:00:00,2019,7,31,2,0,Building5
496,27.0,2019-07-31 03:00:00,2019,7,31,3,0,Building5
500,30.0,2019-07-31 04:00:00,2019,7,31,4,0,Building5
504,32.0,2019-07-31 05:00:00,2019,7,31,5,0,Building5
