,series_value,datetime,Year,Month,Day_of_Month,Hour,minutes,series_name
0,0.0,2019-01-15 13:00:00,2019,1,15,13,0,Solar5
4,0.0,2019-01-15 14:00:00,2019,1,15,14,0,Solar5
8,0.0,2019-01-15 15:00:00,2019,1,15,15,0,Solar5
12,0.0,2019-01-15 16:00:00,2019,1,15,16,0,Solar5
16,0.0,2019-01-15 17:00:00,2019,1,15,17,0,Solar5
20,0.0,2019-01-15 18:00:00,2019,1,15,18,0,Solar5
24,0.0,2019-01-15 19:00:00,2019,1,15,19,0,Solar5
28,0.0,2019-01-15 20:00:00,2019,1,15,20,0,Solar5
32,0.0,2019-01-15 21:00:00,2019,1,15,21,0,Solar5
36,0.0,2019-01-15 22:00:00,2019,1,15,22,0,Solar5
40,0.0,2019-01-15 23:00:00,2019,1,15,23,0,Solar5
44,0.0,2019-01-16 00:00:00,2019,1,16,0,0,Solar5
48,0.0,2019-01-16 01:00:00,2019,1,16,1,0,Solar5
52,0.0,2019-01-16 02:00:00,2019,1,16,2,0,Solar5
56,0.0,2019-01-16 03:00:00,2019,1,16,3,0,Solar5
60,0.0,2019-01-16 04:00:00,2019,1,16,4,0,Solar5
64,0.0,2019-01-16 05:00:00,2019,1,16,5,0,Solar5
68,0.0,2019-01-16 06:00:00,2019,1,16,6,0,Solar5
72,0.0,2019-01-16 07:00:00,2019,1,16,7,0,Solar5
76,0.0,2019-01-16 08:00:00,2019,1,16,8,0,Solar5
80,0.0,2019-01-16 09:00:00,2019,1,16,9,0,Solar5
84,0.0,2019-01-16 10:00:00,2019,1,16,10,0,Solar5
88,0.0,2019-01-16 11:00:00,2019,1,16,11,0,Solar5
92,0.0,2019-01-16 12:00:00,2019,1,16,12,0,Solar5
96,0.0,2019-01-16 13:00:00,2019,1,16,13,0,Solar5
100,0.0,2019-01-16 14:00:00,2019,1,16,14,0,Solar5
104,0.0,2019-01-16 15:00:00,2019,1,16,15,0,Solar5
108,0.0,2019-01-16 16:00:00,2019,1,16,16,0,Solar5
112,0.0,2019-01-16 17:00:00,2019,1,16,17,0,Solar5
116,0.0,2019-01-16 18:00:00,2019,1,16,18,0,Solar5
120,0.0,2019-01-16 19:00:00,2019,1,16,19,0,Solar5
124,0.0,2019-01-16 20:00:00,2019,1,16,20,0,Solar5
128,0.0,2019-01-16 21:00:00,2019,1,16,21,0,Solar5
132,0.0,2019-01-16 22:00:00,2019,1,16,22,0,Solar5
136,0.0,2019-01-16 23:00:00,2019,1,16,23,0,Solar5
140,0.0,2019-01-17 00:00:00,2019,1,17,0,0,Solar5
144,0.0,2019-01-17 01:00:00,2019,1,17,1,0,Solar5
148,0.0,2019-01-17 02:00:00,2019,1,17,2,0,Solar5
152,0.0,2019-01-17 03:00:00,2019,1,17,3,0,Solar5
156,0.0,2019-01-17 04:00:00,2019,1,17,4,0,Solar5
160,0.0,2019-01-17 05:00:00,2019,1,17,5,0,Solar5
164,0.0,2019-01-17 06:00:00,2019,1,17,6,0,Solar5
168,0.0,2019-01-17 07:00:00,2019,1,17,7,0,Solar5
172,0.0,2019-01-17 08:00:00,2019,1,17,8,0,Solar5
176,0.0,2019-01-17 09:00:00,2019,1,17,9,0,Solar5
180,0.0,2019-01-17 10:00:00,2019,1,17,10,0,Solar5
184,0.0,2019-01-17 11:00:00,2019,1,17,11,0,Solar5
188,0.0,2019-01-17 12:00:00,2019,1,17,12,0,Solar5
192,0.0,2019-01-17 13:00:00,2019,1,17,13,0,Solar5
196,0.0,2019-01-17 14:00:00,2019,1,17,14,0,Solar5
200,0.0,2019-01-17 15:00:00,2019,1,17,15,0,Solar5
204,0.0,2019-01-17 16:00:00,2019,1,17,16,0,Solar5
