,series_value,datetime,Year,Month,Day_of_Month,Hour,minutes,series_name
1,34.6,2019-07-25 02:00:00,2019,7,25,2,0,Building6
5,35.2,2019-07-25 03:00:00,2019,7,25,3,0,Building6
9,36.0,2019-07-25 04:00:00,2019,7,25,4,0,Building6
13,36.0,2019-07-25 05:00:00,2019,7,25,5,0,Building6
17,37.0,2019-07-25 06:00:00,2019,7,25,6,0,Building6
21,35.8,2019-07-25 07:00:00,2019,7,25,7,0,Building6
25,37.4,2019-07-25 08:00:00,2019,7,25,8,0,Building6
29,36.2,2019-07-25 09:00:00,2019,7,25,9,0,Building6
33,32.0,2019-07-25 10:00:00,2019,7,25,10,0,Building6
37,34.0,2019-07-25 11:00:00,2019,7,25,11,0,Building6
41,30.8,2019-07-25 12:00:00,2019,7,25,12,0,Building6
45,29.8,2019-07-25 13:00:00,2019,7,25,13,0,Building6
49,30.0,2019-07-25 14:00:00,2019,7,25,14,0,Building6
53,31.8,2019-07-25 15:00:00,2019,7,25,15,0,Building6
57,30.6,2019-07-25 16:00:00,2019,7,25,16,0,Building6
61,31.0,2019-07-25 17:00:00,2019,7,25,17,0,Building6
65,31.0,2019-07-25 18:00:00,2019,7,25,18,0,Building6
69,31.8,2019-07-25 19:00:00,2019,7,25,19,0,Building6
73,33.4,2019-07-25 20:00:00,2019,7,25,20,0,Building6
77,35.0,2019-07-25 21:00:00,2019,7,25,21,0,Building6
81,36.2,2019-07-25 22:00:00,2019,7,25,22,0,Building6
85,40.0,2019-07-25 23:00:00,2019,7,25,23,0,Building6
89,37.6,2019-07-26 00:00:00,2019,7,26,0,0,Building6
93,38.0,2019-07-26 01:00:00,2019,7,26,1,0,Building6
97,37.0,2019-07-26 02:00:00,2019,7,26,2,0,Building6
101,36.4,2019-07-26 03:00:00,2019,7,26,3,0,Building6
105,34.0,2019-07-26 04:00:00,2019,7,26,4,0,Building6
109,34.0,2019-07-26 05:00:00,2019,7,26,5,0,Building6
113,34.6,2019-07-26 06:00:00,2019,7,26,6,0,Building6
117,35.2,2019-07-26 07:00:00,2019,7,26,7,0,Building6
121,33.4,2019-07-26 08:00:00,2019,7,26,8,0,Building6
125,34.2,2019-07-26 09:00:00,2019,7,26,9,0,Building6
129,30.2,2019-07-26 10:00:00,2019,7,26,10,0,Building6
133,29.8,2019-07-26 11:00:00,2019,7,26,11,0,Building6
137,29.0,2019-07-26 12:00:00,2019,7,26,12,0,Building6
141,29.8,2019-07-26 13:00:00,2019,7,26,13,0,Building6
145,31.6,2019-07-26 14:00:00,2019,7,26,14,0,Building6
149,30.4,2019-07-26 15:00:00,2019,7,26,15,0,Building6
153,28.8,2019-07-26 16:00:00,2019,7,26,16,0,Building6
157,29.4,2019-07-26 17:00:00,2019,7,26,17,0,Building6
161,29.0,2019-07-26 18:00:00,2019,7,26,18,0,Building6
165,30.4,2019-07-26 19:00:00,2019,7,26,19,0,Building6
169,29.8,2019-07-26 20:00:00,2019,7,26,20,0,Building6
173,30.4,2019-07-26 21:00:00,2019,7,26,21,0,Building6
177,30.6,2019-07-26 22:00:00,2019,7,26,22,0,Building6
181,31.2,2019-07-26 23:00:00,2019,7,26,23,0,Building6
185,28.2,2019-07-27 00:00:00,2019,7,27,0,0,Building6
189,28.6,2019-07-27 01:00:00,2019,7,27,1,0,Building6
193,31.2,2019-07-27 02:00:00,2019,7,27,2,0,Building6
197,32.4,2019-07-27 03:00:00,2019,7,27,3,0,Building6
201,29.6,2019-07-27 04:00:00,2019,7,27,4,0,Building6
205,30.4,2019-07-27 05:00:00,2019,7,27,5,0,Building6
209,31.0,2019-07-27 06:00:00,2019,7,27,6,0,Building6
213,28.8,2019-07-27 07:00:00,2019,7,27,7,0,Building6
217,29.6,2019-07-27 08:00:00,2019,7,27,8,0,Building6
221,28.8,2019-07-27 09:00:00,2019,7,27,9,0,Building6
225,29.8,2019-07-27 10:00:00,2019,7,27,10,0,Building6
229,31.4,2019-07-27 11:00:00,2019,7,27,11,0,Building6
233,31.4,2019-07-27 12:00:00,2019,7,27,12,0,Building6
237,29.8,2019-07-27 13:00:00,2019,7,27,13,0,Building6
241,29.6,2019-07-27 14:00:00,2019,7,27,14,0,Building6
245,28.6,2019-07-27 15:00:00,2019,7,27,15,0,Building6
249,28.8,2019-07-27 16:00:00,2019,7,27,16,0,Building6
253,30.4,2019-07-27 17:00:00,2019,7,27,17,0,Building6
257,29.6,2019-07-27 18:00:00,2019,7,27,18,0,Building6
261,30.4,2019-07-27 19:00:00,2019,7,27,19,0,Building6
265,32.0,2019-07-27 20:00:00,2019,7,27,20,0,Building6
269,32.6,2019-07-27 21:00:00,2019,7,27,21,0,Building6
273,32.6,2019-07-27 22:00:00,2019,7,27,22,0,Building6
277,30.4,2019-07-27 23:00:00,2019,7,27,23,0,Building6
281,29.2,2019-07-28 00:00:00,2019,7,28,0,0,Building6
285,30.0,2019-07-28 01:00:00,2019,7,28,1,0,Building6
289,30.2,2019-07-28 02:00:00,2019,7,28,2,0,Building6
293,29.8,2019-07-28 03:00:00,2019,7,28,3,0,Building6
297,29.2,2019-07-28 04:00:00,2019,7,28,4,0,Building6
301,30.4,2019-07-28 05:00:00,2019,7,28,5,0,Building6
305,32.4,2019-07-28 06:00:00,2019,7,28,6,0,Building6
309,32.4,2019-07-28 07:00:00,2019,7,28,7,0,Building6
313,31.4,2019-07-28 08:00:00,2019,7,28,8,0,Building6
317,29.6,2019-07-28 09:00:00,2019,7,28,9,0,Building6
321,28.8,2019-07-28 10:00:00,2019,7,28,10,0,Building6
325,29.4,2019-07-28 11:00:00,2019,7,28,11,0,Building6
329,29.0,2019-07-28 12:00:00,2019,7,28,12,0,Building6
333,29.6,2019-07-28 13:00:00,2019,7,28,13,0,Building6
337,28.6,2019-07-28 14:00:00,2019,7,28,14,0,Building6
341,27.6,2019-07-28 15:00:00,2019,7,28,15,0,Building6
345,28.2,2019-07-28 16:00:00,2019,7,28,16,0,Building6
349,28.6,2019-07-28 17:00:00,2019,7,28,17,0,Building6
353,26.2,2019-07-28 18:00:00,2019,7,28,18,0,Building6
357,30.8,2019-07-28 19:00:00,2019,7,28,19,0,Building6
361,30.8,2019-07-28 20:00:00,2019,7,28,20,0,Building6
365,30.0,2019-07-28 21:00:00,2019,7,28,21,0,Building6
369,32.0,2019-07-28 22:00:00,2019,7,28,22,0,Building6
373,34.0,2019-07-28 23:00:00,2019,7,28,23,0,Building6
377,35.6,2019-07-29 00:00:00,2019,7,29,0,0,Building6
381,34.8,2019-07-29 01:00:00,2019,7,29,1,0,Building6
385,36.8,2019-07-29 02:00:00,2019,7,29,2,0,Building6
389,37.8,2019-07-29 03:00:00,2019,7,29,3,0,Building6
393,36.8,2019-07-29 04:00:00,2019,7,29,4,0,Building6
397,36.4,2019-07-29 05:00:00,2019,7,29,5,0,Building6
401,34.2,2019-07-29 06:00:00,2019,7,29,6,0,Building6
405,36.0,2019-07-29 07:00:00,2019,7,29,7,0,Building6
409,33.8,2019-07-29 08:00:00,2019,7,29,8,0,Building6
413,33.4,2019-07-29 09:00:00,2019,7,29,9,0,Building6
417,28.8,2019-07-29 10:00:00,2019,7,29,10,0,Building6
421,30.4,2019-07-29 11:00:00,2019,7,29,11,0,Building6
425,27.8,2019-07-29 12:00:00,2019,7,29,12,0,Building6
429,27.6,2019-07-29 13:00:00,2019,7,29,13,0,Building6
433,27.4,2019-07-29 14:00:00,2019,7,29,14,0,Building6
437,28.2,2019-07-29 15:00:00,2019,7,29,15,0,Building6
441,27.8,2019-07-29 16:00:00,2019,7,29,16,0,Building6
445,26.8,2019-07-29 17:00:00,2019,7,29,17,0,Building6
449,28.0,2019-07-29 18:00:00,2019,7,29,18,0,Building6
453,31.8,2019-07-29 19:00:00,2019,7,29,19,0,Building6
457,31.8,2019-07-29 20:00:00,2019,7,29,20,0,Building6
461,31.8,2019-07-29 21:00:00,2019,7,29,21,0,Building6
465,31.8,2019-07-29 22:00:00,2019,7,29,22,0,Building6
469,31.8,2019-07-29 23:00:00,2019,7,29,23,0,Building6
473,31.8,2019-07-30 00:00:00,2019,7,30,0,0,Building6
477,31.8,2019-07-30 01:00:00,2019,7,30,1,0,Building6
481,31.8,2019-07-30 02:00:00,2019,7,30,2,0,Building6
485,37.4,2019-07-30 03:00:00,2019,7,30,3,0,Building6
489,36.2,2019-07-30 04:00:00,2019,7,30,4,0,Building6
493,36.2,2019-07-30 05:00:00,2019,7,30,5,0,Building6
497,36.8,2019-07-30 06:00:00,2019,7,30,6,0,Building6
501,36.8,2019-07-30 07:00:00,2019,7,30,7,0,Building6
505,36.0,2019-07-30 08:00:00,2019,7,30,8,0,Building6
509,35.2,2019-07-30 09:00:00,2019,7,30,9,0,Building6
513,31.8,2019-07-30 10:00:00,2019,7,30,10,0,Building6
517,31.6,2019-07-30 11:00:00,2019,7,30,11,0,Building6
521,30.2,2019-07-30 12:00:00,2019,7,30,12,0,Building6
525,30.2,2019-07-30 13:00:00,2019,7,30,13,0,Building6
529,33.6,2019-07-30 14:00:00,2019,7,30,14,0,Building6
533,32.2,2019-07-30 15:00:00,2019,7,30,15,0,Building6
537,29.6,2019-07-30 16:00:00,2019,7,30,16,0,Building6
541,31.2,2019-07-30 17:00:00,2019,7,30,17,0,Building6
545,31.8,2019-07-30 18:00:00,2019,7,30,18,0,Building6
549,32.8,2019-07-30 19:00:00,2019,7,30,19,0,Building6
553,32.8,2019-07-30 20:00:00,2019,7,30,20,0,Building6
557,36.6,2019-07-30 21:00:00,2019,7,30,21,0,Building6
561,38.2,2019-07-30 22:00:00,2019,7,30,22,0,Building6
565,35.2,2019-07-30 23:00:00,2019,7,30,23,0,Building6
569,36.6,2019-07-31 00:00:00,2019,7,31,0,0,Building6
573,37.2,2019-07-31 01:00:00,2019,7,31,1,0,Building6
577,37.2,2019-07-31 02:00:00,2019,7,31,2,0,Building6
581,36.0,2019-07-31 03:00:00,2019,7,31,3,0,Building6
585,37.2,2019-07-31 04:00:00,2019,7,31,4,0,Building6
589,37.6,2019-07-31 05:00:00,2019,7,31,5,0,Building6
593,40.4,2019-07-31 06:00:00,2019,7,31,6,0,Building6
597,35.0,2019-07-31 07:00:00,2019,7,31,7,0,Building6
601,36.2,2019-07-31 08:00:00,2019,7,31,8,0,Building6
605,36.2,2019-07-31 09:00:00,2019,7,31,9,0,Building6
609,31.4,2019-07-31 10:00:00,2019,7,31,10,0,Building6
613,29.0,2019-07-31 11:00:00,2019,7,31,11,0,Building6
617,29.6,2019-07-31 12:00:00,2019,7,31,12,0,Building6
621,30.0,2019-07-31 13:00:00,2019,7,31,13,0,Building6
625,30.6,2019-07-31 14:00:00,2019,7,31,14,0,Building6
629,29.2,2019-07-31 15:00:00,2019,7,31,15,0,Building6
633,30.0,2019-07-31 16:00:00,2019,7,31,16,0,Building6
637,31.4,2019-07-31 17:00:00,2019,7,31,17,0,Building6
641,29.2,2019-07-31 18:00:00,2019,7,31,18,0,Building6
645,34.8,2019-07-31 19:00:00,2019,7,31,19,0,Building6
649,33.2,2019-07-31 20:00:00,2019,7,31,20,0,Building6
653,32.6,2019-07-31 21:00:00,2019,7,31,21,0,Building6
657,36.0,2019-07-31 22:00:00,2019,7,31,22,0,Building6
661,39.6,2019-07-31 23:00:00,2019,7,31,23,0,Building6
665,37.4,2019-08-01 00:00:00,2019,8,1,0,0,Building6
669,36.8,2019-08-01 01:00:00,2019,8,1,1,0,Building6
673,34.6,2019-08-01 02:00:00,2019,8,1,2,0,Building6
677,34.6,2019-08-01 03:00:00,2019,8,1,3,0,Building6
681,34.6,2019-08-01 04:00:00,2019,8,1,4,0,Building6
685,34.6,2019-08-01 05:00:00,2019,8,1,5,0,Building6
689,34.6,2019-08-01 06:00:00,2019,8,1,6,0,Building6
693,34.6,2019-08-01 07:00:00,2019,8,1,7,0,Building6
697,34.6,2019-08-01 08:00:00,2019,8,1,8,0,Building6
701,34.6,2019-08-01 09:00:00,2019,8,1,9,0,Building6
705,34.6,2019-08-01 10:00:00,2019,8,1,10,0,Building6
709,34.6,2019-08-01 11:00:00,2019,8,1,11,0,Building6
713,34.6,2019-08-01 12:00:00,2019,8,1,12,0,Building6
717,34.6,2019-08-01 13:00:00,2019,8,1,13,0,Building6
721,34.6,2019-08-01 14:00:00,2019,8,1,14,0,Building6
725,34.6,2019-08-01 15:00:00,2019,8,1,15,0,Building6
729,34.6,2019-08-01 16:00:00,2019,8,1,16,0,Building6
733,34.6,2019-08-01 17:00:00,2019,8,1,17,0,Building6
737,34.6,2019-08-01 18:00:00,2019,8,1,18,0,Building6
741,34.6,2019-08-01 19:00:00,2019,8,1,19,0,Building6
745,34.6,2019-08-01 20:00:00,2019,8,1,20,0,Building6
749,34.6,2019-08-01 21:00:00,2019,8,1,21,0,Building6
753,34.6,2019-08-01 22:00:00,2019,8,1,22,0,Building6
757,33.6,2019-08-01 23:00:00,2019,8,1,23,0,Building6
761,37.8,2019-08-02 00:00:00,2019,8,2,0,0,Building6
765,35.6,2019-08-02 01:00:00,2019,8,2,1,0,Building6
769,37.4,2019-08-02 02:00:00,2019,8,2,2,0,Building6
773,37.4,2019-08-02 03:00:00,2019,8,2,3,0,Building6
777,37.2,2019-08-02 04:00:00,2019,8,2,4,0,Building6
781,37.2,2019-08-02 05:00:00,2019,8,2,5,0,Building6
785,37.2,2019-08-02 06:00:00,2019,8,2,6,0,Building6
