,series_value,datetime,Year,Month,Day_of_Month,Hour,minutes,series_name
2,283.8,2016-07-03 22:00:00,2016,7,3,22,0,Building0
6,606.0,2016-07-03 23:00:00,2016,7,3,23,0,Building0
10,306.0,2016-07-04 00:00:00,2016,7,4,0,0,Building0
14,317.8,2016-07-04 01:00:00,2016,7,4,1,0,Building0
18,300.8,2016-07-04 02:00:00,2016,7,4,2,0,Building0
22,294.3,2016-07-04 03:00:00,2016,7,4,3,0,Building0
26,302.0,2016-07-04 04:00:00,2016,7,4,4,0,Building0
30,309.5,2016-07-04 05:00:00,2016,7,4,5,0,Building0
34,294.8,2016-07-04 06:00:00,2016,7,4,6,0,Building0
38,292.0,2016-07-04 07:00:00,2016,7,4,7,0,Building0
42,297.3,2016-07-04 08:00:00,2016,7,4,8,0,Building0
46,348.0,2016-07-04 09:00:00,2016,7,4,9,0,Building0
50,421.3,2016-07-04 10:00:00,2016,7,4,10,0,Building0
54,473.5,2016-07-04 11:00:00,2016,7,4,11,0,Building0
58,458.0,2016-07-04 12:00:00,2016,7,4,12,0,Building0
62,444.3,2016-07-04 13:00:00,2016,7,4,13,0,Building0
66,289.5,2016-07-04 14:00:00,2016,7,4,14,0,Building0
70,164.3,2016-07-04 15:00:00,2016,7,4,15,0,Building0
74,164.3,2016-07-04 16:00:00,2016,7,4,16,0,Building0
78,162.3,2016-07-04 17:00:00,2016,7,4,17,0,Building0
82,164.5,2016-07-04 18:00:00,2016,7,4,18,0,Building0
86,170.8,2016-07-04 19:00:00,2016,7,4,19,0,Building0
90,251.0,2016-07-04 20:00:00,2016,7,4,20,0,Building0
94,284.3,2016-07-04 21:00:00,2016,7,4,21,0,Building0
98,312.0,2016-07-04 22:00:00,2016,7,4,22,0,Building0
102,309.8,2016-07-04 23:00:00,2016,7,4,23,0,Building0
106,307.3,2016-07-05 00:00:00,2016,7,5,0,0,Building0
110,303.3,2016-07-05 01:00:00,2016,7,5,1,0,Building0
114,298.3,2016-07-05 02:00:00,2016,7,5,2,0,Building0
118,290.5,2016-07-05 03:00:00,2016,7,5,3,0,Building0
122,287.8,2016-07-05 04:00:00,2016,7,5,4,0,Building0
126,298.3,2016-07-05 05:00:00,2016,7,5,5,0,Building0
130,284.5,2016-07-05 06:00:00,2016,7,5,6,0,Building0
134,277.0,2016-07-05 07:00:00,2016,7,5,7,0,Building0
138,288.3,2016-07-05 08:00:00,2016,7,5,8,0,Building0
142,380.8,2016-07-05 09:00:00,2016,7,5,9,0,Building0
146,460.8,2016-07-05 10:00:00,2016,7,5,10,0,Building0
150,506.3,2016-07-05 11:00:00,2016,7,5,11,0,Building0
154,455.0,2016-07-05 12:00:00,2016,7,5,12,0,Building0
158,376.5,2016-07-05 13:00:00,2016,7,5,13,0,Building0
162,196.0,2016-07-05 14:00:00,2016,7,5,14,0,Building0
166,156.8,2016-07-05 15:00:00,2016,7,5,15,0,Building0
170,155.3,2016-07-05 16:00:00,2016,7,5,16,0,Building0
174,154.3,2016-07-05 17:00:00,2016,7,5,17,0,Building0
178,153.0,2016-07-05 18:00:00,2016,7,5,18,0,Building0
182,162.3,2016-07-05 19:00:00,2016,7,5,19,0,Building0
186,237.5,2016-07-05 20:00:00,2016,7,5,20,0,Building0
190,267.0,2016-07-05 21:00:00,2016,7,5,21,0,Building0
194,290.5,2016-07-05 22:00:00,2016,7,5,22,0,Building0
198,291.5,2016-07-05 23:00:00,2016,7,5,23,0,Building0
202,290.8,2016-07-06 00:00:00,2016,7,6,0,0,Building0
206,291.3,2016-07-06 01:00:00,2016,7,6,1,0,Building0
210,290.3,2016-07-06 02:00:00,2016,7,6,2,0,Building0
214,289.8,2016-07-06 03:00:00,2016,7,6,3,0,Building0
218,284.8,2016-07-06 04:00:00,2016,7,6,4,0,Building0
222,290.8,2016-07-06 05:00:00,2016,7,6,5,0,Building0
226,284.8,2016-07-06 06:00:00,2016,7,6,6,0,Building0
230,283.3,2016-07-06 07:00:00,2016,7,6,7,0,Building0
234,296.8,2016-07-06 08:00:00,2016,7,6,8,0,Building0
238,325.8,2016-07-06 09:00:00,2016,7,6,9,0,Building0
242,347.5,2016-07-06 10:00:00,2016,7,6,10,0,Building0
246,418.5,2016-07-06 11:00:00,2016,7,6,11,0,Building0
250,401.0,2016-07-06 12:00:00,2016,7,6,12,0,Building0
254,391.0,2016-07-06 13:00:00,2016,7,6,13,0,Building0
258,302.8,2016-07-06 14:00:00,2016,7,6,14,0,Building0
262,167.5,2016-07-06 15:00:00,2016,7,6,15,0,Building0
266,163.8,2016-07-06 16:00:00,2016,7,6,16,0,Building0
270,160.3,2016-07-06 17:00:00,2016,7,6,17,0,Building0
274,158.8,2016-07-06 18:00:00,2016,7,6,18,0,Building0
278,164.3,2016-07-06 19:00:00,2016,7,6,19,0,Building0
282,229.5,2016-07-06 20:00:00,2016,7,6,20,0,Building0
286,260.3,2016-07-06 21:00:00,2016,7,6,21,0,Building0
290,293.3,2016-07-06 22:00:00,2016,7,6,22,0,Building0
294,281.3,2016-07-06 23:00:00,2016,7,6,23,0,Building0
298,283.5,2016-07-07 00:00:00,2016,7,7,0,0,Building0
302,294.8,2016-07-07 01:00:00,2016,7,7,1,0,Building0
306,289.0,2016-07-07 02:00:00,2016,7,7,2,0,Building0
310,290.8,2016-07-07 03:00:00,2016,7,7,3,0,Building0
314,291.5,2016-07-07 04:00:00,2016,7,7,4,0,Building0
318,291.0,2016-07-07 05:00:00,2016,7,7,5,0,Building0
322,290.8,2016-07-07 06:00:00,2016,7,7,6,0,Building0
326,291.3,2016-07-07 07:00:00,2016,7,7,7,0,Building0
330,297.0,2016-07-07 08:00:00,2016,7,7,8,0,Building0
334,357.0,2016-07-07 09:00:00,2016,7,7,9,0,Building0
338,430.0,2016-07-07 10:00:00,2016,7,7,10,0,Building0
342,422.3,2016-07-07 11:00:00,2016,7,7,11,0,Building0
346,413.3,2016-07-07 12:00:00,2016,7,7,12,0,Building0
350,406.5,2016-07-07 13:00:00,2016,7,7,13,0,Building0
354,240.3,2016-07-07 14:00:00,2016,7,7,14,0,Building0
358,158.0,2016-07-07 15:00:00,2016,7,7,15,0,Building0
362,154.3,2016-07-07 16:00:00,2016,7,7,16,0,Building0
366,155.3,2016-07-07 17:00:00,2016,7,7,17,0,Building0
370,156.8,2016-07-07 18:00:00,2016,7,7,18,0,Building0
374,162.5,2016-07-07 19:00:00,2016,7,7,19,0,Building0
378,241.0,2016-07-07 20:00:00,2016,7,7,20,0,Building0
382,272.3,2016-07-07 21:00:00,2016,7,7,21,0,Building0
386,291.8,2016-07-07 22:00:00,2016,7,7,22,0,Building0
390,300.3,2016-07-07 23:00:00,2016,7,7,23,0,Building0
394,287.3,2016-07-08 00:00:00,2016,7,8,0,0,Building0
398,290.5,2016-07-08 01:00:00,2016,7,8,1,0,Building0
