,series_value,datetime,Year,Month,Day_of_Month,Hour,minutes,series_name
3,32.7,2019-01-10 00:00:00,2019,1,10,0,0,Building1
7,34.5,2019-01-10 01:00:00,2019,1,10,1,0,Building1
11,32.5,2019-01-10 02:00:00,2019,1,10,2,0,Building1
15,33.0,2019-01-10 03:00:00,2019,1,10,3,0,Building1
19,38.6,2019-01-10 04:00:00,2019,1,10,4,0,Building1
23,36.7,2019-01-10 05:00:00,2019,1,10,5,0,Building1
27,33.3,2019-01-10 06:00:00,2019,1,10,6,0,Building1
31,29.4,2019-01-10 07:00:00,2019,1,10,7,0,Building1
35,23.1,2019-01-10 08:00:00,2019,1,10,8,0,Building1
39,20.5,2019-01-10 09:00:00,2019,1,10,9,0,Building1
43,16.6,2019-01-10 10:00:00,2019,1,10,10,0,Building1
47,15.5,2019-01-10 11:00:00,2019,1,10,11,0,Building1
51,13.6,2019-01-10 12:00:00,2019,1,10,12,0,Building1
55,13.3,2019-01-10 13:00:00,2019,1,10,13,0,Building1
59,13.2,2019-01-10 14:00:00,2019,1,10,14,0,Building1
63,13.6,2019-01-10 15:00:00,2019,1,10,15,0,Building1
67,12.9,2019-01-10 16:00:00,2019,1,10,16,0,Building1
71,13.3,2019-01-10 17:00:00,2019,1,10,17,0,Building1
75,14.7,2019-01-10 18:00:00,2019,1,10,18,0,Building1
79,16.8,2019-01-10 19:00:00,2019,1,10,19,0,Building1
83,22.3,2019-01-10 20:00:00,2019,1,10,20,0,Building1
87,23.1,2019-01-10 21:00:00,2019,1,10,21,0,Building1
91,24.0,2019-01-10 22:00:00,2019,1,10,22,0,Building1
95,31.8,2019-01-10 23:00:00,2019,1,10,23,0,Building1
99,34.5,2019-01-11 00:00:00,2019,1,11,0,0,Building1
103,39.3,2019-01-11 01:00:00,2019,1,11,1,0,Building1
107,38.7,2019-01-11 02:00:00,2019,1,11,2,0,Building1
111,42.2,2019-01-11 03:00:00,2019,1,11,3,0,Building1
115,44.0,2019-01-11 04:00:00,2019,1,11,4,0,Building1
119,43.1,2019-01-11 05:00:00,2019,1,11,5,0,Building1
123,40.3,2019-01-11 06:00:00,2019,1,11,6,0,Building1
127,36.3,2019-01-11 07:00:00,2019,1,11,7,0,Building1
131,26.6,2019-01-11 08:00:00,2019,1,11,8,0,Building1
135,22.5,2019-01-11 09:00:00,2019,1,11,9,0,Building1
139,19.1,2019-01-11 10:00:00,2019,1,11,10,0,Building1
143,19.6,2019-01-11 11:00:00,2019,1,11,11,0,Building1
147,18.3,2019-01-11 12:00:00,2019,1,11,12,0,Building1
151,17.5,2019-01-11 13:00:00,2019,1,11,13,0,Building1
155,18.6,2019-01-11 14:00:00,2019,1,11,14,0,Building1
159,18.8,2019-01-11 15:00:00,2019,1,11,15,0,Building1
163,17.3,2019-01-11 16:00:00,2019,1,11,16,0,Building1
167,16.7,2019-01-11 17:00:00,2019,1,11,17,0,Building1
171,18.5,2019-01-11 18:00:00,2019,1,11,18,0,Building1
175,16.9,2019-01-11 19:00:00,2019,1,11,19,0,Building1
179,16.9,2019-01-11 20:00:00,2019,1,11,20,0,Building1
183,17.7,2019-01-11 21:00:00,2019,1,11,21,0,Building1
187,18.4,2019-01-11 22:00:00,2019,1,11,22,0,Building1
191,17.9,2019-01-11 23:00:00,2019,1,11,23,0,Building1
195,20.0,2019-01-12 00:00:00,2019,1,12,0,0,Building1
199,20.4,2019-01-12 01:00:00,2019,1,12,1,0,Building1
203,20.5,2019-01-12 02:00:00,2019,1,12,2,0,Building1
207,20.1,2019-01-12 03:00:00,2019,1,12,3,0,Building1
211,21.5,2019-01-12 04:00:00,2019,1,12,4,0,Building1
215,21.1,2019-01-12 05:00:00,2019,1,12,5,0,Building1
219,20.4,2019-01-12 06:00:00,2019,1,12,6,0,Building1
223,19.8,2019-01-12 07:00:00,2019,1,12,7,0,Building1
227,19.6,2019-01-12 08:00:00,2019,1,12,8,0,Building1
231,18.3,2019-01-12 09:00:00,2019,1,12,9,0,Building1
235,18.1,2019-01-12 10:00:00,2019,1,12,10,0,Building1
239,17.8,2019-01-12 11:00:00,2019,1,12,11,0,Building1
243,18.1,2019-01-12 12:00:00,2019,1,12,12,0,Building1
247,16.6,2019-01-12 13:00:00,2019,1,12,13,0,Building1
251,13.3,2019-01-12 14:00:00,2019,1,12,14,0,Building1
255,13.5,2019-01-12 15:00:00,2019,1,12,15,0,Building1
259,13.4,2019-01-12 16:00:00,2019,1,12,16,0,Building1
263,12.5,2019-01-12 17:00:00,2019,1,12,17,0,Building1
267,13.3,2019-01-12 18:00:00,2019,1,12,18,0,Building1
271,12.8,2019-01-12 19:00:00,2019,1,12,19,0,Building1
275,12.3,2019-01-12 20:00:00,2019,1,12,20,0,Building1
279,13.1,2019-01-12 21:00:00,2019,1,12,21,0,Building1
283,12.9,2019-01-12 22:00:00,2019,1,12,22,0,Building1
287,15.9,2019-01-12 23:00:00,2019,1,12,23,0,Building1
291,17.9,2019-01-13 00:00:00,2019,1,13,0,0,Building1
295,18.3,2019-01-13 01:00:00,2019,1,13,1,0,Building1
299,18.5,2019-01-13 02:00:00,2019,1,13,2,0,Building1
303,21.5,2019-01-13 03:00:00,2019,1,13,3,0,Building1
307,20.0,2019-01-13 04:00:00,2019,1,13,4,0,Building1
311,22.0,2019-01-13 05:00:00,2019,1,13,5,0,Building1
315,20.5,2019-01-13 06:00:00,2019,1,13,6,0,Building1
319,22.8,2019-01-13 07:00:00,2019,1,13,7,0,Building1
323,19.7,2019-01-13 08:00:00,2019,1,13,8,0,Building1
327,21.9,2019-01-13 09:00:00,2019,1,13,9,0,Building1
331,19.4,2019-01-13 10:00:00,2019,1,13,10,0,Building1
335,19.0,2019-01-13 11:00:00,2019,1,13,11,0,Building1
339,19.3,2019-01-13 12:00:00,2019,1,13,12,0,Building1
343,18.2,2019-01-13 13:00:00,2019,1,13,13,0,Building1
347,18.5,2019-01-13 14:00:00,2019,1,13,14,0,Building1
351,18.4,2019-01-13 15:00:00,2019,1,13,15,0,Building1
355,17.5,2019-01-13 16:00:00,2019,1,13,16,0,Building1
359,16.0,2019-01-13 17:00:00,2019,1,13,17,0,Building1
363,22.3,2019-01-13 18:00:00,2019,1,13,18,0,Building1
367,23.9,2019-01-13 19:00:00,2019,1,13,19,0,Building1
371,28.1,2019-01-13 20:00:00,2019,1,13,20,0,Building1
375,30.4,2019-01-13 21:00:00,2019,1,13,21,0,Building1
379,34.6,2019-01-13 22:00:00,2019,1,13,22,0,Building1
383,37.9,2019-01-13 23:00:00,2019,1,13,23,0,Building1
387,41.5,2019-01-14 00:00:00,2019,1,14,0,0,Building1
391,44.8,2019-01-14 01:00:00,2019,1,14,1,0,Building1
395,48.9,2019-01-14 02:00:00,2019,1,14,2,0,Building1
399,49.1,2019-01-14 03:00:00,2019,1,14,3,0,Building1
403,70.0,2019-01-14 04:00:00,2019,1,14,4,0,Building1
407,53.9,2019-01-14 05:00:00,2019,1,14,5,0,Building1
411,53.0,2019-01-14 06:00:00,2019,1,14,6,0,Building1
415,49.9,2019-01-14 07:00:00,2019,1,14,7,0,Building1
419,36.7,2019-01-14 08:00:00,2019,1,14,8,0,Building1
423,24.8,2019-01-14 09:00:00,2019,1,14,9,0,Building1
427,18.4,2019-01-14 10:00:00,2019,1,14,10,0,Building1
431,19.3,2019-01-14 11:00:00,2019,1,14,11,0,Building1
435,20.4,2019-01-14 12:00:00,2019,1,14,12,0,Building1
439,17.9,2019-01-14 13:00:00,2019,1,14,13,0,Building1
443,19.0,2019-01-14 14:00:00,2019,1,14,14,0,Building1
447,17.9,2019-01-14 15:00:00,2019,1,14,15,0,Building1
451,17.7,2019-01-14 16:00:00,2019,1,14,16,0,Building1
455,17.4,2019-01-14 17:00:00,2019,1,14,17,0,Building1
459,22.1,2019-01-14 18:00:00,2019,1,14,18,0,Building1
463,28.8,2019-01-14 19:00:00,2019,1,14,19,0,Building1
467,27.9,2019-01-14 20:00:00,2019,1,14,20,0,Building1
471,29.1,2019-01-14 21:00:00,2019,1,14,21,0,Building1
475,35.7,2019-01-14 22:00:00,2019,1,14,22,0,Building1
479,41.9,2019-01-14 23:00:00,2019,1,14,23,0,Building1
483,46.1,2019-01-15 00:00:00,2019,1,15,0,0,Building1
487,51.1,2019-01-15 01:00:00,2019,1,15,1,0,Building1
491,57.1,2019-01-15 02:00:00,2019,1,15,2,0,Building1
495,72.1,2019-01-15 03:00:00,2019,1,15,3,0,Building1
499,52.5,2019-01-15 04:00:00,2019,1,15,4,0,Building1
503,51.6,2019-01-15 05:00:00,2019,1,15,5,0,Building1
507,48.1,2019-01-15 06:00:00,2019,1,15,6,0,Building1
511,41.8,2019-01-15 07:00:00,2019,1,15,7,0,Building1
515,34.4,2019-01-15 08:00:00,2019,1,15,8,0,Building1
519,22.1,2019-01-15 09:00:00,2019,1,15,9,0,Building1
523,17.8,2019-01-15 10:00:00,2019,1,15,10,0,Building1
527,20.0,2019-01-15 11:00:00,2019,1,15,11,0,Building1
531,18.7,2019-01-15 12:00:00,2019,1,15,12,0,Building1
535,19.1,2019-01-15 13:00:00,2019,1,15,13,0,Building1
539,17.6,2019-01-15 14:00:00,2019,1,15,14,0,Building1
543,18.3,2019-01-15 15:00:00,2019,1,15,15,0,Building1
547,19.1,2019-01-15 16:00:00,2019,1,15,16,0,Building1
551,17.1,2019-01-15 17:00:00,2019,1,15,17,0,Building1
555,24.6,2019-01-15 18:00:00,2019,1,15,18,0,Building1
559,27.9,2019-01-15 19:00:00,2019,1,15,19,0,Building1
563,26.9,2019-01-15 20:00:00,2019,1,15,20,0,Building1
567,28.0,2019-01-15 21:00:00,2019,1,15,21,0,Building1
571,34.5,2019-01-15 22:00:00,2019,1,15,22,0,Building1
575,38.0,2019-01-15 23:00:00,2019,1,15,23,0,Building1
579,43.1,2019-01-16 00:00:00,2019,1,16,0,0,Building1
583,47.0,2019-01-16 01:00:00,2019,1,16,1,0,Building1
587,49.4,2019-01-16 02:00:00,2019,1,16,2,0,Building1
591,47.6,2019-01-16 03:00:00,2019,1,16,3,0,Building1
595,47.2,2019-01-16 04:00:00,2019,1,16,4,0,Building1
599,44.2,2019-01-16 05:00:00,2019,1,16,5,0,Building1
