,series_value,datetime,Year,Month,Day_of_Month,Hour,minutes,series_name
0,0.0,2019-06-05 14:00:00,2019,6,5,14,0,Solar4
4,0.0,2019-06-05 15:00:00,2019,6,5,15,0,Solar4
8,0.0,2019-06-05 16:00:00,2019,6,5,16,0,Solar4
12,0.0,2019-06-05 17:00:00,2019,6,5,17,0,Solar4
16,0.0,2019-06-05 18:00:00,2019,6,5,18,0,Solar4
20,0.0,2019-06-05 19:00:00,2019,6,5,19,0,Solar4
24,0.0,2019-06-05 20:00:00,2019,6,5,20,0,Solar4
28,0.0,2019-06-05 21:00:00,2019,6,5,21,0,Solar4
32,0.0,2019-06-05 22:00:00,2019,6,5,22,0,Solar4
36,0.0,2019-06-05 23:00:00,2019,6,5,23,0,Solar4
40,0.0,2019-06-06 00:00:00,2019,6,6,0,0,Solar4
44,0.0,2019-06-06 01:00:00,2019,6,6,1,0,Solar4
48,0.04,2019-06-06 02:00:00,2019,6,6,2,0,Solar4
52,0.03,2019-06-06 03:00:00,2019,6,6,3,0,Solar4
56,0.0,2019-06-06 04:00:00,2019,6,6,4,0,Solar4
60,0.0,2019-06-06 05:00:00,2019,6,6,5,0,Solar4
64,0.0,2019-06-06 06:00:00,2019,6,6,6,0,Solar4
68,0.0,2019-06-06 07:00:00,2019,6,6,7,0,Solar4
72,0.0,2019-06-06 08:00:00,2019,6,6,8,0,Solar4
76,0.0,2019-06-06 09:00:00,2019,6,6,9,0,Solar4
80,0.0,2019-06-06 10:00:00,2019,6,6,10,0,Solar4
84,0.0,2019-06-06 11:00:00,2019,6,6,11,0,Solar4
88,0.0,2019-06-06 12:00:00,2019,6,6,12,0,Solar4
92,0.0,2019-06-06 13:00:00,2019,6,6,13,0,Solar4
96,0.0,2019-06-06 14:00:00,2019,6,6,14,0,Solar4
100,0.0,2019-06-06 15:00:00,2019,6,6,15,0,Solar4
104,0.0,2019-06-06 16:00:00,2019,6,6,16,0,Solar4
108,0.0,2019-06-06 17:00:00,2019,6,6,17,0,Solar4
112,0.0,2019-06-06 18:00:00,2019,6,6,18,0,Solar4
116,0.0,2019-06-06 19:00:00,2019,6,6,19,0,Solar4
