ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2019-01-08 00:00:00,14.829263856862068,0.5668675260300187,8.214745559620043,14.829263856862068,14.829263856862068,-10.308604550124496,-10.308604550124496,-10.308604550124496,-10.716852904772738,-10.716852904772738,-10.716852904772738,0.40824835464823933,0.40824835464823933,0.40824835464823933,0.0,0.0,0.0,4.520659306737572
2019-01-08 01:00:00,14.82921896714252,0.4428805868262795,7.720661589025659,14.82921896714252,14.82921896714252,-10.492960957887997,-10.492960957887997,-10.492960957887997,-10.896063991487303,-10.896063991487303,-10.896063991487303,0.40310303359930677,0.40310303359930677,0.40310303359930677,0.0,0.0,0.0,4.336258009254523
2019-01-08 02:00:00,14.829174077422973,-0.348561624287378,7.747423985184066,14.829174077422973,14.829174077422973,-11.142532947888682,-11.142532947888682,-11.142532947888682,-11.539119833385508,-11.539119833385508,-11.539119833385508,0.3965868854968256,0.3965868854968256,0.3965868854968256,0.0,0.0,0.0,3.6866411295342907
2019-01-08 03:00:00,14.829129187703424,-1.0916593196658217,6.746951362007688,14.829129187703424,14.829129187703424,-11.934026777503478,-11.934026777503478,-11.934026777503478,-12.322911038551336,-12.322911038551336,-12.322911038551336,0.3888842610478561,0.3888842610478561,0.3888842610478561,0.0,0.0,0.0,2.8951024101999465
2019-01-08 04:00:00,14.829084297983876,-0.8036222934838142,6.8871251493241905,14.829084297983876,14.829084297983876,-11.702014066181269,-11.702014066181269,-11.702014066181269,-12.082197870839373,-12.082197870839373,-12.082197870839373,0.38018380465810525,0.38018380465810525,0.38018380465810525,0.0,0.0,0.0,3.127070231802607
2019-01-08 05:00:00,14.829039408264327,2.2939012297734958,9.9204330332379,14.829039408264327,14.829039408264327,-8.843760034681395,-8.843760034681395,-8.843760034681395,-9.214436272056934,-9.214436272056934,-9.214436272056934,0.3706762373755404,0.3706762373755404,0.3706762373755404,0.0,0.0,0.0,5.985279373582932
2019-01-08 06:00:00,14.828994518544782,8.13887434224149,15.72731906717474,14.828994518544782,14.828994518544782,-2.6579090756390253,-2.6579090756390253,-2.6579090756390253,-3.0184612321123385,-3.0184612321123385,-3.0184612321123385,0.36055215647331323,0.36055215647331323,0.36055215647331323,0.0,0.0,0.0,12.171085442905756
2019-01-08 07:00:00,14.828949628825233,16.512114933321865,24.017126440250532,14.828949628825233,14.828949628825233,5.5148659594785014,5.5148659594785014,5.5148659594785014,5.16486608213494,5.16486608213494,5.16486608213494,0.34999987734356275,0.34999987734356275,0.34999987734356275,0.0,0.0,0.0,20.343815588303734
2019-01-08 08:00:00,14.828904739105685,23.486348207011833,31.480379462610447,14.828904739105685,14.828904739105685,12.661383461680224,12.661383461680224,12.661383461680224,12.322180119088221,12.322180119088221,12.322180119088221,0.33920334259200163,0.33920334259200163,0.33920334259200163,0.0,0.0,0.0,27.49028820078591
2019-01-08 09:00:00,14.828859849386138,26.945256789519238,34.82373748240783,14.828859849386138,14.828859849386138,16.054166499145083,16.054166499145083,16.054166499145083,15.7258263769217,15.7258263769217,15.7258263769217,0.3283401222233806,0.3283401222233806,0.3283401222233806,0.0,0.0,0.0,30.88302634853122
2019-01-08 10:00:00,14.82881495966659,26.098858009112863,33.714762346341,14.82881495966659,14.82881495966659,15.308737352779026,15.308737352779026,15.308737352779026,14.991157825291387,14.991157825291387,14.991157825291387,0.3175795274876393,0.3175795274876393,0.3175795274876393,0.0,0.0,0.0,30.137552312445614
2019-01-08 11:00:00,14.82877006994704,23.6739764739022,31.41362742405846,14.82877006994704,14.82877006994704,12.711564004174614,12.711564004174614,12.711564004174614,12.404483144845331,12.404483144845331,12.404483144845331,0.30708085932928264,0.30708085932928264,0.30708085932928264,0.0,0.0,0.0,27.540334074121652
2019-01-08 12:00:00,14.828725180227492,22.452970817733366,30.287808716228305,14.828725180227492,14.828725180227492,11.365692515040976,11.365692515040976,11.365692515040976,11.068700704454425,11.068700704454425,11.068700704454425,0.2969918105865526,0.2969918105865526,0.2969918105865526,0.0,0.0,0.0,26.19441769526847
2019-01-08 13:00:00,14.828680290507945,23.67953804444127,31.39350412648003,14.828680290507945,14.828680290507945,12.624685524979178,12.624685524979178,12.624685524979178,12.33723848596545,12.33723848596545,12.33723848596545,0.2874470390137272,0.2874470390137272,0.2874470390137272,0.0,0.0,0.0,27.453365815487125
2019-01-08 14:00:00,14.828635400788396,26.104197571786447,33.620918130935564,14.828635400788396,14.828635400788396,14.982696074950816,14.982696074950816,14.982696074950816,14.704129149020046,14.704129149020046,14.704129149020046,0.27856692593076987,0.27856692593076987,0.27856692593076987,0.0,0.0,0.0,29.811331475739212
2019-01-08 15:00:00,14.828590511068848,26.373432226913625,34.32496357967689,14.828590511068848,14.828590511068848,15.363990289843617,15.363990289843617,15.363990289843617,15.093533756952036,15.093533756952036,15.093533756952036,0.27045653289158045,0.27045653289158045,0.27045653289158045,0.0,0.0,0.0,30.192580800912467
2019-01-08 16:00:00,14.828545621349301,22.774434617360978,30.06900695308796,14.828545621349301,14.828545621349301,11.688423240950174,11.688423240950174,11.688423240950174,11.425218474741442,11.425218474741442,11.425218474741442,0.2632047662087314,0.2632047662087314,0.2632047662087314,0.0,0.0,0.0,26.516968862299475
2019-01-08 17:00:00,14.828500731629752,15.377967726844117,23.057945349530797,14.828500731629752,14.828500731629752,4.542105947966815,4.542105947966815,4.542105947966815,4.285222191481019,4.285222191481019,4.285222191481019,0.2568837564857958,0.2568837564857958,0.2568837564857958,0.0,0.0,0.0,19.370606679596566
2019-01-08 18:00:00,14.828455841910204,7.580411743164552,15.351085224682556,14.828455841910204,14.828455841910204,-3.3405004146113195,-3.3405004146113195,-3.3405004146113195,-3.592048872198785,-3.592048872198785,-3.592048872198785,0.25154845758746497,0.25154845758746497,0.25154845758746497,0.0,0.0,0.0,11.487955427298884
2019-01-08 19:00:00,14.828410952190655,1.67213060153582,9.684244826809062,14.828410952190655,14.828410952190655,-9.147325501986977,-9.147325501986977,-9.147325501986977,-9.394561968693738,-9.394561968693738,-9.394561968693738,0.24723646670675972,0.24723646670675972,0.24723646670675972,0.0,0.0,0.0,5.681085450203678
2019-01-08 20:00:00,14.82836606247111,-0.7948551737920976,6.717437857320969,14.82836606247111,14.82836606247111,-11.773080458559097,-11.773080458559097,-11.773080458559097,-12.017048522959916,-12.017048522959916,-12.017048522959916,0.24396806440081717,0.24396806440081717,0.24396806440081717,0.0,0.0,0.0,3.0552856039120133
2019-01-08 21:00:00,14.828321172751561,-1.178986685224968,6.785128892168495,14.828321172751561,14.828321172751561,-11.996040320371566,-11.996040320371566,-11.996040320371566,-12.23778679112219,-12.23778679112219,-12.23778679112219,0.2417464707506243,0.2417464707506243,0.2417464707506243,0.0,0.0,0.0,2.832280852379995
2019-01-08 22:00:00,14.828276283032013,-0.10317362770910386,7.3654763332247155,14.828276283032013,14.828276283032013,-11.30509872605039,-11.30509872605039,-11.30509872605039,-11.545657037150225,-11.545657037150225,-11.545657037150225,0.2405583110998334,0.2405583110998334,0.2405583110998334,0.0,0.0,0.0,3.523177556981622
2019-01-08 23:00:00,14.828231393312466,0.1762492624641881,7.963668584696617,14.828231393312466,14.828231393312466,-10.70503569436503,-10.70503569436503,-10.70503569436503,-10.94540997664766,-10.94540997664766,-10.94540997664766,0.240374282282629,0.240374282282629,0.240374282282629,0.0,0.0,0.0,4.123195698947436
2019-01-09 00:00:00,14.828186503592917,0.7254967599679014,8.723460934435424,14.828186503592917,14.828186503592917,-10.475702896964547,-10.475702896964547,-10.475702896964547,-10.716852904772837,-10.716852904772837,-10.716852904772837,0.2411500078082894,0.2411500078082894,0.2411500078082894,0.0,0.0,0.0,4.35248360662837
2019-01-09 01:00:00,14.828141613873369,0.10044183941189826,8.046733770372407,14.828141613873369,14.828141613873369,-10.653236923365945,-10.653236923365945,-10.653236923365945,-10.896063991539231,-10.896063991539231,-10.896063991539231,0.24282706817328592,0.24282706817328592,0.24282706817328592,0.0,0.0,0.0,4.174904690507423
2019-01-09 02:00:00,14.82809672415382,-0.5604109247790309,7.435452492467269,14.82809672415382,14.82809672415382,-11.293785642780655,-11.293785642780655,-11.293785642780655,-11.539119833209543,-11.539119833209543,-11.539119833209543,0.24533419042888963,0.24533419042888963,0.24533419042888963,0.0,0.0,0.0,3.534311081373165
2019-01-09 03:00:00,14.828051834434273,-1.1701991512594765,6.551707733008902,14.828051834434273,14.828051834434273,-12.074322459194509,-12.074322459194509,-12.074322459194509,-12.322911038427492,-12.322911038427492,-12.322911038427492,0.24858857923298244,0.24858857923298244,0.24858857923298244,0.0,0.0,0.0,2.7537293752397645
2019-01-09 04:00:00,14.828006944714724,-0.6628263845737696,6.619592284189604,14.828006944714724,14.828006944714724,-11.829700500817792,-11.829700500817792,-11.829700500817792,-12.082197870819908,-12.082197870819908,-12.082197870819908,0.25249737000211503,0.25249737000211503,0.25249737000211503,0.0,0.0,0.0,2.998306443896933
2019-01-09 05:00:00,14.827962054995176,2.1123946737828785,9.848629441737176,14.827962054995176,14.827962054995176,-8.9574770885233,-8.9574770885233,-8.9574770885233,-9.214436271936801,-9.214436271936801,-9.214436271936801,0.2569591834135006,0.2569591834135006,0.2569591834135006,0.0,0.0,0.0,5.870484966471876
2019-01-09 06:00:00,14.827917165275629,8.008360696326667,15.615672798069214,14.827917165275629,14.827917165275629,-2.7565954725153916,-2.7565954725153916,-2.7565954725153916,-3.0184612319243924,-3.0184612319243924,-3.0184612319243924,0.26186575940900164,0.26186575940900164,0.26186575940900164,0.0,0.0,0.0,12.071321692760238
2019-01-09 07:00:00,14.82787227555608,16.579270502345622,24.18240359119803,14.82787227555608,14.82787227555608,5.4319697303651235,5.4319697303651235,5.4319697303651235,5.164866082314291,5.164866082314291,5.164866082314291,0.26710364805083214,0.26710364805083214,0.26710364805083214,0.0,0.0,0.0,20.259842005921204
2019-01-09 08:00:00,14.827827385836532,23.644345028199677,31.16363712171139,14.827827385836532,14.827827385836532,12.594736053250083,12.594736053250083,12.594736053250083,12.322180119179329,12.322180119179329,12.322180119179329,0.27255593407075374,0.27255593407075374,0.27255593407075374,0.0,0.0,0.0,27.422563439086616
2019-01-09 09:00:00,14.827782496116985,26.935093297751038,34.72014702087468,14.827782496116985,14.827782496116985,16.00393034882388,16.00393034882388,16.00393034882388,15.725826377076048,15.725826377076048,15.725826377076048,0.278103971747829,0.278103971747829,0.278103971747829,0.0,0.0,0.0,30.831712844940864
2019-01-09 10:00:00,14.827737606397438,26.100470844113694,33.85285337325589,14.827737606397438,14.827737606397438,15.274786932294267,15.274786932294267,15.274786932294267,14.991157825444889,14.991157825444889,14.991157825444889,0.2836291068493776,0.2836291068493776,0.2836291068493776,0.0,0.0,0.0,30.102524538691704
2019-01-09 11:00:00,14.82769271667789,23.489735497863077,31.415997385215327,14.82769271667789,14.82769271667789,12.693497507695387,12.693497507695387,12.693497507695387,12.404483144938437,12.404483144938437,12.404483144938437,0.28901436275694864,0.28901436275694864,0.28901436275694864,0.0,0.0,0.0,27.521190224373278
2019-01-09 12:00:00,14.82764782695834,22.46438457626914,29.845395161790822,14.82764782695834,14.82764782695834,11.362846773067027,11.362846773067027,11.362846773067027,11.068700704454823,11.068700704454823,11.068700704454823,0.294146068612202,0.294146068612202,0.294146068612202,0.0,0.0,0.0,26.190494600025367
2019-01-09 13:00:00,14.827602937238794,23.774776177549235,31.377896092131152,14.827602937238794,14.827602937238794,12.636153894319106,12.636153894319106,12.636153894319106,12.337238486048033,12.337238486048033,12.337238486048033,0.29891540827107194,0.29891540827107194,0.29891540827107194,0.0,0.0,0.0,27.4637568315579
2019-01-09 14:00:00,14.827558047519245,26.171976215691362,33.6263261244404,14.827558047519245,14.827558047519245,15.007349019313049,15.007349019313049,15.007349019313049,14.704129149198701,14.704129149198701,14.704129149198701,0.30321987011434576,0.30321987011434576,0.30321987011434576,0.0,0.0,0.0,29.834907066832294
2019-01-09 15:00:00,14.827513157799697,26.289405829128327,34.193083975198704,14.827513157799697,14.827513157799697,15.400498336235254,15.400498336235254,15.400498336235254,15.093533756971736,15.093533756971736,15.093533756971736,0.3069645792635167,0.3069645792635167,0.3069645792635167,0.0,0.0,0.0,30.228011494034952
2019-01-09 16:00:00,14.827468268080148,22.760839464917893,30.31765944227305,14.827468268080148,14.827468268080148,11.735281970116771,11.735281970116771,11.735281970116771,11.425218474646595,11.425218474646595,11.425218474646595,0.3100634954701779,0.3100634954701779,0.3100634954701779,0.0,0.0,0.0,26.56275023819692
2019-01-09 17:00:00,14.827423378360601,15.675216126617398,23.198715941947953,14.827423378360601,14.827423378360601,4.597662653709157,4.597662653709157,4.597662653709157,4.285222191796265,4.285222191796265,4.285222191796265,0.3124404619128907,0.3124404619128907,0.3124404619128907,0.0,0.0,0.0,19.425086032069757
2019-01-09 18:00:00,14.827378488641052,7.622773193188175,15.609607306892105,14.827378488641052,14.827378488641052,-3.278018779675751,-3.278018779675751,-3.278018779675751,-3.592048871916667,-3.592048871916667,-3.592048871916667,0.3140300922409161,0.3140300922409161,0.3140300922409161,0.0,0.0,0.0,11.549359708965302
2019-01-09 19:00:00,14.827333598921504,1.9804759644520071,9.701792260009766,14.827333598921504,14.827333598921504,-9.079783483136467,-9.079783483136467,-9.079783483136467,-9.394561968630308,-9.394561968630308,-9.394561968630308,0.31477848549384396,0.31477848549384396,0.31477848549384396,0.0,0.0,0.0,5.747550115785037
2019-01-09 20:00:00,14.827288709201957,-0.8827540818387687,6.858221133716714,14.827288709201957,14.827288709201957,-11.702404761969943,-11.702404761969943,-11.702404761969943,-12.01704852291088,-12.01704852291088,-12.01704852291088,0.3146437609409376,0.3146437609409376,0.3146437609409376,0.0,0.0,0.0,3.1248839472320142
2019-01-09 21:00:00,14.827243819482408,-1.2529300117379758,6.743828002676903,14.827243819482408,14.827243819482408,-11.924190383586238,-11.924190383586238,-11.924190383586238,-12.237786790959916,-12.237786790959916,-12.237786790959916,0.31359640737367567,0.31359640737367567,0.31359640737367567,0.0,0.0,0.0,2.9030534358961706
2019-01-09 22:00:00,14.827198929762861,-0.26835213503371874,7.3309894751599645,14.827198929762861,14.827198929762861,-11.234037593119535,-11.234037593119535,-11.234037593119535,-11.545657037074815,-11.545657037074815,-11.545657037074815,0.31161944395527924,0.31161944395527924,0.31161944395527924,0.0,0.0,0.0,3.593161336643327
2019-01-09 23:00:00,14.827154040043313,0.300242519203313,8.326302285302827,14.827154040043313,14.827154040043313,-10.636701584345506,-10.636701584345506,-10.636701584345506,-10.94540997666417,-10.94540997666417,-10.94540997666417,0.3087083923186655,0.3087083923186655,0.3087083923186655,0.0,0.0,0.0,4.190452455697807
2019-01-10 00:00:00,14.827109150323766,0.5025493643348788,8.17872919546091,14.827109150323766,14.827109150323766,-10.411981842589254,-10.411981842589254,-10.411981842589254,-10.716852904774223,-10.716852904774223,-10.716852904774223,0.30487106218496735,0.30487106218496735,0.30487106218496735,0.0,0.0,0.0,4.415127307734512
2019-01-10 01:00:00,14.827064260604217,0.5487496190198702,8.34294368582515,14.827064260604217,14.827064260604217,-10.595936836196962,-10.595936836196962,-10.595936836196962,-10.896063991523116,-10.896063991523116,-10.896063991523116,0.30012715532615225,0.30012715532615225,0.30012715532615225,0.0,0.0,0.0,4.231127424407255
2019-01-10 02:00:00,14.827019370884669,-0.26358617650005467,7.267198028114457,14.827019370884669,14.827019370884669,-11.244612138133446,-11.244612138133446,-11.244612138133446,-11.539119833286396,-11.539119833286396,-11.539119833286396,0.2945076951529493,0.2945076951529493,0.2945076951529493,0.0,0.0,0.0,3.5824072327512226
2019-01-10 03:00:00,14.826974481165122,-0.9177528418207831,6.769231409264414,14.826974481165122,14.826974481165122,-12.034856747000786,-12.034856747000786,-12.034856747000786,-12.322911038583364,-12.322911038583364,-12.322911038583364,0.28805429158257667,0.28805429158257667,0.28805429158257667,0.0,0.0,0.0,2.7921177341643357
